,genome_id,genome_name,taxon_id,amoxicillin_clavulanic_acid,ampicillin,azithromycin,cefoxitin,ceftiofur,chloramphenicol,ciprofloxacin,gentamicin,kanamycin,nalidixic_acid,streptomycin,sulfonamides,tetracycline,trimethoprim_sulphamethoxazole,spectinomycin,trimethoprim,ceftazidime,ceftriaxone,sulfisoxazole,netilmicin,cephalosporins,furazolidone
39,28901.13381,Salmonella enterica strain 0911A,28901,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,susceptible,,,,,,,,
40,28901.10151,Salmonella enterica strain 10,28901,susceptible,resistant,,,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,resistant,,susceptible,resistant,,,,,,
41,28901.13389,Salmonella enterica strain 1048A,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,,,,,,,
42,28901.13388,Salmonella enterica strain 1054D,28901,resistant,resistant,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
43,28901.13371,Salmonella enterica strain 1060C,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,,,,,,,
44,28901.13406,Salmonella enterica strain 1067B,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,,,,,,,
45,28901.13392,Salmonella enterica strain 1089D,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,,,,,,,
46,28901.13367,Salmonella enterica strain 1098A,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,,,,,,,
47,28901.13396,Salmonella enterica strain 1106A,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,,,,,,,,
48,28901.10183,Salmonella enterica strain 1185_15,28901,,,susceptible,,,,resistant,,,,,,,,,,susceptible,,,,,
49,28901.13332,Salmonella enterica strain 1344A,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,,,,,,,,
50,28901.10145,Salmonella enterica strain 14038647,28901,,resistant,,,,susceptible,susceptible,susceptible,,susceptible,,,resistant,,,resistant,susceptible,,,,,
51,28901.10146,Salmonella enterica strain 14043372,28901,,resistant,,,,susceptible,resistant,resistant,,resistant,,,resistant,,,resistant,susceptible,,,,,
52,28901.10147,Salmonella enterica strain 14085183,28901,,susceptible,,,,susceptible,resistant,susceptible,,resistant,,,susceptible,,,susceptible,susceptible,,,,,
53,28901.10190,Salmonella enterica strain 1414_16,28901,,,susceptible,,,,resistant,,,,,,,,,,susceptible,,,,,
54,28901.13334,Salmonella enterica strain 1446A,28901,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
55,28901.13335,Salmonella enterica strain 1448A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
56,28901.13336,Salmonella enterica strain 1465A,28901,susceptible,resistant,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
57,28901.13282,Salmonella enterica strain 1468A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
58,28901.13340,Salmonella enterica strain 1469C,28901,susceptible,resistant,susceptible,resistant,susceptible,resistant,susceptible,resistant,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
59,28901.13337,Salmonella enterica strain 1495C,28901,susceptible,resistant,susceptible,resistant,susceptible,resistant,susceptible,resistant,resistant,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
60,28901.8199,Salmonella enterica strain 15,28901,,susceptible,,,,susceptible,,,,susceptible,,,,susceptible,,,,susceptible,,,,
61,28901.13405,Salmonella enterica strain 1728A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
62,28901.13338,Salmonella enterica strain 1733C,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
63,28901.13341,Salmonella enterica strain 1740A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
64,28901.13342,Salmonella enterica strain 1746A,28901,susceptible,resistant,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
65,28901.13350,Salmonella enterica strain 1754C,28901,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,resistant,resistant,resistant,,,,,,,,
66,28901.13351,Salmonella enterica strain 1757A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
67,28901.13410,Salmonella enterica strain 1758A,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,,,,,,,
68,28901.13348,Salmonella enterica strain 1759B,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
69,28901.3869,Salmonella enterica strain 176,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
70,28901.13349,Salmonella enterica strain 1760A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
71,28901.13280,Salmonella enterica strain 1764C,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
72,28901.13284,Salmonella enterica strain 1765A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
73,28901.13344,Salmonella enterica strain 1769B,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,resistant,,,,,,,,
74,28901.13345,Salmonella enterica strain 1770A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
75,28901.13365,Salmonella enterica strain 1772B,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
76,28901.13292,Salmonella enterica strain 1774A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
77,28901.13307,Salmonella enterica strain 1777A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,,,,,,,,
78,28901.13291,Salmonella enterica strain 1792A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
79,28901.13352,Salmonella enterica strain 1870C,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
80,28901.13293,Salmonella enterica strain 1873A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
81,28901.13355,Salmonella enterica strain 1882A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
82,28901.13290,Salmonella enterica strain 1885A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
83,28901.13346,Salmonella enterica strain 1939A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
84,28901.13306,Salmonella enterica strain 1943A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
85,28901.13353,Salmonella enterica strain 1948B,28901,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,,,,,,,
86,28901.13354,Salmonella enterica strain 1950A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,,,,,,,,
87,28901.13357,Salmonella enterica strain 1951A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
88,28901.13289,Salmonella enterica strain 1956A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
89,28901.13360,Salmonella enterica strain 1958A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
90,28901.13308,Salmonella enterica strain 1959A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
91,28901.13296,Salmonella enterica strain 1962A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
92,28901.13358,Salmonella enterica strain 1969A,28901,susceptible,resistant,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
93,28901.13359,Salmonella enterica strain 1971A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
94,28901.13305,Salmonella enterica strain 1973A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
95,28901.13363,Salmonella enterica strain 1976A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
96,28901.13329,Salmonella enterica strain 1979A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
97,28901.13301,Salmonella enterica strain 1980A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
98,28901.13331,Salmonella enterica strain 1981A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
99,28901.13361,Salmonella enterica strain 1989B,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,,,,,,,,
100,28901.10155,Salmonella enterica strain 19_3,28901,susceptible,susceptible,,,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,susceptible,,susceptible,susceptible,,,,,,
101,28901.13368,Salmonella enterica strain 2002A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
102,28901.13295,Salmonella enterica strain 2005A,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,resistant,,,,,,,,
103,28901.10196,Salmonella enterica strain 2013AM-0055,28901,,resistant,,,resistant,resistant,,susceptible,,resistant,susceptible,,resistant,susceptible,,,,resistant,resistant,,,
104,28901.10197,Salmonella enterica strain 2013AM-1918,28901,,resistant,,,resistant,resistant,,susceptible,,resistant,susceptible,,resistant,resistant,,,,resistant,resistant,,,
105,28901.8200,Salmonella enterica strain 2014AM-0016,28901,susceptible,resistant,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,susceptible,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
106,28901.8201,Salmonella enterica strain 2014AM-0031,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,,resistant,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
107,28901.8202,Salmonella enterica strain 2014AM-0034,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
108,28901.8203,Salmonella enterica strain 2014AM-0039,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,resistant,susceptible,,,,susceptible,susceptible,,,
109,28901.8204,Salmonella enterica strain 2014AM-0069,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,,resistant,susceptible,,resistant,susceptible,,,,susceptible,susceptible,,,
110,28901.8205,Salmonella enterica strain 2014AM-0070,28901,intermediate,resistant,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,,susceptible,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
111,28901.8206,Salmonella enterica strain 2014AM-0073,28901,resistant,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,,susceptible,resistant,,resistant,susceptible,,,,resistant,resistant,,,
112,28901.8207,Salmonella enterica strain 2014AM-0074,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
113,28901.8208,Salmonella enterica strain 2014AM-0092,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
114,28901.8209,Salmonella enterica strain 2014AM-0095,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
115,28901.8210,Salmonella enterica strain 2014AM-0096,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,resistant,,susceptible,susceptible,,,,susceptible,resistant,,,
116,28901.8211,Salmonella enterica strain 2014AM-0108,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,,susceptible,susceptible,,resistant,resistant,,,,resistant,resistant,,,
117,28901.8212,Salmonella enterica strain 2014AM-0119,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,,resistant,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
118,28901.8213,Salmonella enterica strain 2014AM-0122,28901,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,resistant,,susceptible,susceptible,,,,susceptible,resistant,,,
119,28901.8214,Salmonella enterica strain 2014AM-0123,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
120,28901.8215,Salmonella enterica strain 2014AM-0130,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
121,28901.8216,Salmonella enterica strain 2014AM-0137,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
122,28901.8217,Salmonella enterica strain 2014AM-0145,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,resistant,,susceptible,susceptible,,,,susceptible,resistant,,,
123,28901.8218,Salmonella enterica strain 2014AM-0166,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
124,28901.8219,Salmonella enterica strain 2014AM-0194,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,,resistant,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
125,28901.8220,Salmonella enterica strain 2014AM-0202,28901,intermediate,resistant,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,,susceptible,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
126,28901.8221,Salmonella enterica strain 2014AM-0240,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,,resistant,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
127,28901.8222,Salmonella enterica strain 2014AM-0241,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,,resistant,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
128,28901.8223,Salmonella enterica strain 2014AM-0245,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,,resistant,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
129,28901.8224,Salmonella enterica strain 2014AM-0309,28901,intermediate,resistant,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,,susceptible,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
130,28901.8225,Salmonella enterica strain 2014AM-0318,28901,susceptible,resistant,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,,susceptible,susceptible,,resistant,resistant,,,,susceptible,resistant,,,
131,28901.8226,Salmonella enterica strain 2014AM-0326,28901,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,intermediate,susceptible,,resistant,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
132,28901.8227,Salmonella enterica strain 2014AM-0327,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,resistant,susceptible,,,,susceptible,susceptible,,,
133,28901.8228,Salmonella enterica strain 2014AM-0339,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,resistant,susceptible,,,,susceptible,susceptible,,,
134,28901.8229,Salmonella enterica strain 2014AM-0349,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,resistant,,susceptible,susceptible,,,,susceptible,resistant,,,
135,28901.8230,Salmonella enterica strain 2014AM-0362,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
136,28901.8231,Salmonella enterica strain 2014AM-0376,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
